,step,type,unique_id,state,positionX,positionY,last
79,4,carAgent,13,0,5,1,False
80,4,peopleAgent,14,0,2,10,False
81,4,carAgent,16,0,0,7,False
82,4,peopleAgent,17,0,10,2,False
83,4,carAgent,18,0,12,3,False
84,4,peopleAgent,19,0,12,10,False
85,5,StoplightAgent,0,yellow,0,0,False
86,5,StoplightAgent,1,red,0,0,False
87,5,StoplightAgent,2,red,0,0,False
88,5,StoplightAgent,3,red,0,0,False
89,5,carAgent,4,0,7,3,False
90,5,carAgent,5,0,3,1,False
91,5,carAgent,6,0,1,7,False
92,5,carAgent,7,0,7,11,False
93,5,carAgent,8,0,7,4,False
94,5,carAgent,9,0,4,1,False
95,5,carAgent,10,0,1,8,False
96,5,carAgent,11,0,8,11,False
97,5,carAgent,12,0,7,5,False
98,5,carAgent,13,0,5,1,False
99,5,peopleAgent,14,0,2,10,False
100,5,carAgent,16,0,0,7,False
101,5,peopleAgent,17,0,10,2,False
102,5,carAgent,18,0,12,3,False
103,5,peopleAgent,19,0,12,10,False
104,6,StoplightAgent,0,yellow,0,0,False
105,6,StoplightAgent,1,red,0,0,False
106,6,StoplightAgent,2,red,0,0,False
107,6,StoplightAgent,3,red,0,0,False
108,6,carAgent,4,0,6,3,False
109,6,carAgent,5,0,3,1,False
110,6,carAgent,6,0,1,7,False
111,6,carAgent,7,0,7,11,False
112,6,carAgent,8,0,6,4,False
113,6,carAgent,9,0,4,1,False
114,6,carAgent,10,0,1,8,False
115,6,carAgent,11,0,8,11,False
116,6,carAgent,12,0,6,5,False
117,6,carAgent,13,0,5,1,False
118,6,peopleAgent,14,0,2,10,False
119,6,carAgent,16,0,0,7,False
120,6,peopleAgent,17,0,10,2,False
121,6,carAgent,18,0,11,3,False
122,6,peopleAgent,19,0,11,10,False
123,6,carAgent,20,0,7,12,False
124,6,peopleAgent,21,0,10,0,False
125,7,StoplightAgent,0,yellow,0,0,False
126,7,StoplightAgent,1,red,0,0,False
127,7,StoplightAgent,2,red,0,0,False
128,7,StoplightAgent,3,red,0,0,False
129,7,carAgent,4,0,5,3,False
130,7,carAgent,5,0,3,1,False
131,7,carAgent,6,0,1,7,False
132,7,carAgent,7,0,7,11,False
133,7,carAgent,8,0,5,4,False
134,7,carAgent,9,0,4,1,False
135,7,carAgent,10,0,1,8,False
136,7,carAgent,11,0,8,11,False
137,7,carAgent,12,0,5,5,False
138,7,carAgent,13,0,5,1,False
139,7,peopleAgent,14,0,2,10,False
140,7,carAgent,16,0,0,7,False
141,7,peopleAgent,17,0,10,2,False
142,7,carAgent,18,0,11,3,False
143,7,peopleAgent,19,0,10,10,False
144,7,carAgent,20,0,7,12,False
145,7,peopleAgent,21,0,10,0,False
146,7,carAgent,22,0,12,3,False
147,7,peopleAgent,23,0,0,2,False
148,8,StoplightAgent,0,red,0,0,False
149,8,StoplightAgent,1,red,0,0,False
150,8,StoplightAgent,2,red,0,0,False
151,8,StoplightAgent,3,red,0,0,False
152,8,carAgent,4,0,4,3,False
153,8,carAgent,5,0,3,1,False
154,8,carAgent,6,0,1,7,False
155,8,carAgent,7,0,7,11,False
156,8,carAgent,8,0,4,4,False
157,8,carAgent,9,0,4,1,False
158,8,carAgent,10,0,1,8,False
159,8,carAgent,11,0,8,11,False
160,8,carAgent,12,0,4,5,False
161,8,carAgent,13,0,5,1,False
162,8,peopleAgent,14,0,2,10,False
163,8,carAgent,16,0,0,7,False
164,8,peopleAgent,17,0,10,2,False
165,8,carAgent,18,0,11,3,False
166,8,peopleAgent,19,0,10,10,False
167,8,carAgent,20,0,7,12,False
168,8,peopleAgent,21,0,10,1,False
169,8,carAgent,22,0,12,3,False
170,8,peopleAgent,23,0,0,2,False
171,9,StoplightAgent,0,red,0,0,False
172,9,StoplightAgent,1,green,0,0,False
173,9,StoplightAgent,2,red,0,0,False
174,9,StoplightAgent,3,red,0,0,False
175,9,carAgent,4,0,3,3,False
176,9,carAgent,5,0,3,1,False
177,9,carAgent,6,0,1,7,False
178,9,carAgent,7,0,7,11,False
179,9,carAgent,8,0,3,4,False
180,9,carAgent,9,0,4,1,False
181,9,carAgent,10,0,1,8,False
182,9,carAgent,11,0,8,11,False
183,9,carAgent,12,0,3,5,False
184,9,carAgent,13,0,5,1,False
185,9,peopleAgent,14,0,2,10,False
186,9,carAgent,16,0,0,7,False
187,9,peopleAgent,17,0,10,2,False
188,9,carAgent,18,0,11,3,False
189,9,peopleAgent,19,0,10,10,False
190,9,carAgent,20,0,7,12,False
191,9,peopleAgent,21,0,10,2,False
192,9,carAgent,22,0,12,3,False
193,9,peopleAgent,23,0,1,2,False
194,10,StoplightAgent,0,red,0,0,False
195,10,StoplightAgent,1,green,0,0,False
196,10,StoplightAgent,2,red,0,0,False
197,10,StoplightAgent,3,red,0,0,False
198,10,carAgent,4,0,2,3,False
199,10,carAgent,5,0,3,1,False
200,10,carAgent,6,0,1,7,False
201,10,carAgent,7,0,7,11,False
202,10,carAgent,8,0,2,4,False
203,10,carAgent,9,0,4,1,False
204,10,carAgent,10,0,1,8,False
205,10,carAgent,11,0,8,11,False
206,10,carAgent,12,0,2,5,False
207,10,carAgent,13,0,5,1,False
208,10,peopleAgent,14,0,2,10,False
209,10,carAgent,16,0,0,7,False
210,10,peopleAgent,17,0,10,2,False
211,10,carAgent,18,0,11,3,False
212,10,peopleAgent,19,0,10,10,False
213,10,carAgent,20,0,7,12,False
214,10,peopleAgent,21,0,10,2,False
215,10,carAgent,22,0,12,3,False
216,10,peopleAgent,23,0,2,2,False
217,11,StoplightAgent,0,red,0,0,False
218,11,StoplightAgent,1,green,0,0,False
219,11,StoplightAgent,2,red,0,0,False
220,11,StoplightAgent,3,red,0,0,False
221,11,carAgent,4,0,1,3,False
222,11,carAgent,5,0,3,2,False
223,11,carAgent,6,0,1,7,False
224,11,carAgent,7,0,7,11,False
225,11,carAgent,8,0,1,4,False
226,11,carAgent,9,0,4,2,False
227,11,carAgent,10,0,1,8,False
228,11,carAgent,11,0,8,11,False
229,11,carAgent,12,0,1,5,False
230,11,carAgent,13,0,5,2,False
231,11,peopleAgent,14,0,2,10,False
232,11,carAgent,16,0,0,7,False
233,11,peopleAgent,17,0,10,2,False
234,11,carAgent,18,0,11,3,False
235,11,peopleAgent,19,0,10,10,False
236,11,carAgent,20,0,7,12,False
237,11,peopleAgent,21,0,10,2,False
238,11,carAgent,22,0,12,3,False
239,11,peopleAgent,23,0,2,2,False
240,11,carAgent,24,0,8,12,False
241,11,peopleAgent,25,0,2,0,False
242,12,carAgent,4,0,0,,True
243,12,carAgent,8,0,0,,True
244,12,carAgent,12,0,0,,True
245,12,StoplightAgent,0,red,0,0,False
246,12,StoplightAgent,1,green,0,0,False
247,12,StoplightAgent,2,red,0,0,False
248,12,StoplightAgent,3,red,0,0,False
249,12,carAgent,5,0,3,3,False
250,12,carAgent,6,0,1,7,False
251,12,carAgent,7,0,7,11,False
252,12,carAgent,9,0,4,3,False
253,12,carAgent,10,0,1,8,False
254,12,carAgent,11,0,8,11,False
255,12,carAgent,13,0,5,3,False
256,12,peopleAgent,14,0,2,10,False
257,12,carAgent,16,0,0,7,False
258,12,peopleAgent,17,0,10,2,False
259,12,carAgent,18,0,11,3,False
260,12,peopleAgent,19,0,10,10,False
261,12,carAgent,20,0,7,12,False
262,12,peopleAgent,21,0,10,2,False
263,12,carAgent,22,0,12,3,False
264,12,peopleAgent,23,0,2,2,False
265,12,carAgent,24,0,8,12,False
266,12,peopleAgent,25,0,2,0,False
267,12,carAgent,26,0,12,4,False
268,12,peopleAgent,27,0,2,12,False
269,13,StoplightAgent,0,red,0,0,False
270,13,StoplightAgent,1,green,0,0,False
271,13,StoplightAgent,2,red,0,0,False
272,13,StoplightAgent,3,red,0,0,False
273,13,carAgent,5,0,3,4,False
274,13,carAgent,6,0,1,7,False
275,13,carAgent,7,0,7,11,False
276,13,carAgent,9,0,4,4,False
277,13,carAgent,10,0,1,8,False
278,13,carAgent,11,0,8,11,False
279,13,carAgent,13,0,5,4,False
280,13,peopleAgent,14,0,2,10,False
281,13,carAgent,16,0,0,7,False
282,13,peopleAgent,17,0,10,2,False
283,13,carAgent,18,0,11,3,False
284,13,peopleAgent,19,0,10,10,False
285,13,carAgent,20,0,7,12,False
286,13,peopleAgent,21,0,10,2,False
287,13,carAgent,22,0,12,3,False
288,13,peopleAgent,23,0,2,2,False
289,13,carAgent,24,0,8,12,False
290,13,peopleAgent,25,0,2,1,False
291,13,carAgent,26,0,12,4,False
292,13,peopleAgent,27,0,2,12,False
293,13,carAgent,28,0,12,4,False
294,13,peopleAgent,29,0,10,0,False
295,14,StoplightAgent,0,red,0,0,False
296,14,StoplightAgent,1,yellow,0,0,False
297,14,StoplightAgent,2,red,0,0,False
298,14,StoplightAgent,3,red,0,0,False
299,14,carAgent,5,0,3,5,False
300,14,carAgent,6,0,1,7,False
301,14,carAgent,7,0,7,11,False
302,14,carAgent,9,0,4,5,False
303,14,carAgent,10,0,1,8,False
304,14,carAgent,11,0,8,11,False
305,14,carAgent,13,0,5,5,False
306,14,peopleAgent,14,0,2,10,False
307,14,carAgent,16,0,0,7,False
308,14,peopleAgent,17,0,10,2,False
309,14,carAgent,18,0,11,3,False
310,14,peopleAgent,19,0,10,10,False
311,14,carAgent,20,0,7,12,False
312,14,peopleAgent,21,0,10,2,False
313,14,carAgent,22,0,12,3,False
314,14,peopleAgent,23,0,2,2,False
315,14,carAgent,24,0,8,12,False
316,14,peopleAgent,25,0,2,2,False
317,14,carAgent,26,0,11,4,False
318,14,peopleAgent,27,0,2,11,False
319,14,carAgent,28,0,12,4,False
320,14,peopleAgent,29,0,10,0,False
321,15,StoplightAgent,0,red,0,0,False
322,15,StoplightAgent,1,yellow,0,0,False
323,15,StoplightAgent,2,red,0,0,False
324,15,StoplightAgent,3,red,0,0,False
325,15,carAgent,5,0,3,6,False
326,15,carAgent,6,0,1,7,False
327,15,carAgent,7,0,7,11,False
328,15,carAgent,9,0,4,6,False
329,15,carAgent,10,0,1,8,False
330,15,carAgent,11,0,8,11,False
331,15,carAgent,13,0,5,6,False
332,15,peopleAgent,14,0,2,10,False
333,15,carAgent,16,0,0,7,False
334,15,peopleAgent,17,0,10,2,False
335,15,carAgent,18,0,11,3,False
336,15,peopleAgent,19,0,10,10,False
337,15,carAgent,20,0,7,12,False
338,15,peopleAgent,21,0,10,2,False
339,15,carAgent,22,0,12,3,False
340,15,peopleAgent,23,0,2,2,False
341,15,carAgent,24,0,8,12,False
342,15,peopleAgent,25,0,2,2,False
343,15,carAgent,26,0,11,4,False
344,15,peopleAgent,27,0,2,10,False
345,15,carAgent,28,0,12,4,False
346,15,peopleAgent,29,0,10,1,False
347,15,carAgent,30,0,0,8,False
348,15,peopleAgent,31,0,10,12,False
349,16,StoplightAgent,0,red,0,0,False
350,16,StoplightAgent,1,yellow,0,0,False
351,16,StoplightAgent,2,red,0,0,False
352,16,StoplightAgent,3,red,0,0,False
353,16,carAgent,5,0,3,7,False
354,16,carAgent,6,0,1,7,False
355,16,carAgent,7,0,7,11,False
356,16,carAgent,9,0,4,7,False
357,16,carAgent,10,0,1,8,False
358,16,carAgent,11,0,8,11,False
359,16,carAgent,13,0,5,7,False
360,16,peopleAgent,14,0,2,10,False
361,16,carAgent,16,0,0,7,False
362,16,peopleAgent,17,0,10,2,False
363,16,carAgent,18,0,11,3,False
364,16,peopleAgent,19,0,10,10,False
365,16,carAgent,20,0,7,12,False
366,16,peopleAgent,21,0,10,2,False
367,16,carAgent,22,0,12,3,False
368,16,peopleAgent,23,0,2,2,False
369,16,carAgent,24,0,8,12,False
370,16,peopleAgent,25,0,2,2,False
371,16,carAgent,26,0,11,4,False
372,16,peopleAgent,27,0,2,10,False
373,16,carAgent,28,0,12,4,False
374,16,peopleAgent,29,0,10,2,False
375,16,carAgent,30,0,0,8,False
376,16,peopleAgent,31,0,10,12,False
377,17,StoplightAgent,0,red,0,0,False
378,17,StoplightAgent,1,red,0,0,False
379,17,StoplightAgent,2,red,0,0,False
380,17,StoplightAgent,3,red,0,0,False
381,17,carAgent,5,0,3,8,False
382,17,carAgent,6,0,1,7,False
383,17,carAgent,7,0,7,11,False
384,17,carAgent,9,0,4,8,False
385,17,carAgent,10,0,1,8,False
386,17,carAgent,11,0,8,11,False
387,17,carAgent,13,0,5,8,False
388,17,peopleAgent,14,0,2,10,False
389,17,carAgent,16,0,0,7,False
390,17,peopleAgent,17,0,10,2,False
391,17,carAgent,18,0,11,3,False
392,17,peopleAgent,19,0,10,10,False
393,17,carAgent,20,0,7,12,False
394,17,peopleAgent,21,0,10,2,False
395,17,carAgent,22,0,12,3,False
396,17,peopleAgent,23,0,2,2,False
397,17,carAgent,24,0,8,12,False
398,17,peopleAgent,25,0,2,2,False
399,17,carAgent,26,0,11,4,False
400,17,peopleAgent,27,0,2,10,False
401,17,carAgent,28,0,12,4,False
402,17,peopleAgent,29,0,10,2,False
403,17,carAgent,30,0,0,8,False
404,17,peopleAgent,31,0,10,11,False
405,18,StoplightAgent,0,red,0,0,False
406,18,StoplightAgent,1,red,0,0,False
407,18,StoplightAgent,2,green,0,0,False
408,18,StoplightAgent,3,red,0,0,False
409,18,carAgent,5,0,3,9,False
410,18,carAgent,6,0,1,7,False
411,18,carAgent,7,0,7,11,False
412,18,carAgent,9,0,4,9,False
413,18,carAgent,10,0,1,8,False
414,18,carAgent,11,0,8,11,False
415,18,carAgent,13,0,5,9,False
416,18,peopleAgent,14,0,2,10,False
417,18,carAgent,16,0,0,7,False
418,18,peopleAgent,17,0,10,2,False
419,18,carAgent,18,0,11,3,False
420,18,peopleAgent,19,0,10,10,False
421,18,carAgent,20,0,7,12,False
422,18,peopleAgent,21,0,10,2,False
423,18,carAgent,22,0,12,3,False
424,18,peopleAgent,23,0,2,2,False
425,18,carAgent,24,0,8,12,False
426,18,peopleAgent,25,0,2,2,False
427,18,carAgent,26,0,11,4,False
428,18,peopleAgent,27,0,2,10,False
429,18,carAgent,28,0,12,4,False
430,18,peopleAgent,29,0,10,2,False
431,18,carAgent,30,0,0,8,False
432,18,peopleAgent,31,0,10,10,False
433,19,StoplightAgent,0,red,0,0,False
434,19,StoplightAgent,1,red,0,0,False
435,19,StoplightAgent,2,green,0,0,False
436,19,StoplightAgent,3,red,0,0,False
437,19,carAgent,5,0,3,10,False
438,19,carAgent,6,0,1,7,False
439,19,carAgent,7,0,7,11,False
440,19,carAgent,9,0,4,10,False
441,19,carAgent,10,0,1,8,False
442,19,carAgent,11,0,8,11,False
443,19,carAgent,13,0,5,10,False
444,19,peopleAgent,14,0,2,10,False
445,19,carAgent,16,0,0,7,False
446,19,peopleAgent,17,0,10,2,False
447,19,carAgent,18,0,11,3,False
448,19,peopleAgent,19,0,10,10,False
449,19,carAgent,20,0,7,12,False
450,19,peopleAgent,21,0,10,2,False
451,19,carAgent,22,0,12,3,False
452,19,peopleAgent,23,0,2,2,False
453,19,carAgent,24,0,8,12,False
454,19,peopleAgent,25,0,2,2,False
455,19,carAgent,26,0,11,4,False
456,19,peopleAgent,27,0,2,10,False
457,19,carAgent,28,0,12,4,False
458,19,peopleAgent,29,0,10,2,False
459,19,carAgent,30,0,0,8,False
460,19,peopleAgent,31,0,10,10,False
461,19,carAgent,32,0,0,7,False
462,19,peopleAgent,33,0,12,10,False
463,20,StoplightAgent,0,red,0,0,False
464,20,StoplightAgent,1,red,0,0,False
465,20,StoplightAgent,2,green,0,0,False
466,20,StoplightAgent,3,red,0,0,False
467,20,carAgent,5,0,3,11,False
468,20,carAgent,6,0,2,7,False
469,20,carAgent,7,0,7,11,False
470,20,carAgent,9,0,4,11,False
471,20,carAgent,10,0,2,8,False
472,20,carAgent,11,0,8,11,False
473,20,carAgent,13,0,5,11,False
474,20,peopleAgent,14,0,2,10,False
475,20,carAgent,16,0,1,7,False
476,20,peopleAgent,17,0,10,2,False
477,20,carAgent,18,0,11,3,False
478,20,peopleAgent,19,0,10,10,False
479,20,carAgent,20,0,7,12,False
480,20,peopleAgent,21,0,10,2,False
481,20,carAgent,22,0,12,3,False
482,20,peopleAgent,23,0,2,2,False
483,20,carAgent,24,0,8,12,False
484,20,peopleAgent,25,0,2,2,False
485,20,carAgent,26,0,11,4,False
486,20,peopleAgent,27,0,2,10,False
487,20,carAgent,28,0,12,4,False
488,20,peopleAgent,29,0,10,2,False
489,20,carAgent,30,0,1,8,False
490,20,peopleAgent,31,0,10,10,False
491,20,carAgent,32,0,0,7,False
492,20,peopleAgent,33,0,12,10,False
493,20,carAgent,34,0,3,0,False
494,20,peopleAgent,35,0,2,12,False
495,21,carAgent,5,0,0,,True
496,21,carAgent,9,0,0,,True
497,21,carAgent,13,0,0,,True
498,21,StoplightAgent,0,red,0,0,False
499,21,StoplightAgent,1,red,0,0,False
500,21,StoplightAgent,2,green,0,0,False
501,21,StoplightAgent,3,red,0,0,False
502,21,carAgent,6,0,3,7,False
503,21,carAgent,7,0,7,11,False
504,21,carAgent,10,0,3,8,False
505,21,carAgent,11,0,8,11,False
506,21,peopleAgent,14,0,2,10,False
507,21,carAgent,16,0,2,7,False
508,21,peopleAgent,17,0,10,2,False
509,21,carAgent,18,0,11,3,False
510,21,peopleAgent,19,0,10,10,False
511,21,carAgent,20,0,7,12,False
512,21,peopleAgent,21,0,10,2,False
513,21,carAgent,22,0,12,3,False
514,21,peopleAgent,23,0,2,2,False
515,21,carAgent,24,0,8,12,False
516,21,peopleAgent,25,0,2,2,False
517,21,carAgent,26,0,11,4,False
518,21,peopleAgent,27,0,2,10,False
519,21,carAgent,28,0,12,4,False
520,21,peopleAgent,29,0,10,2,False
521,21,carAgent,30,0,2,8,False
522,21,peopleAgent,31,0,10,10,False
523,21,carAgent,32,0,1,7,False
524,21,peopleAgent,33,0,11,10,False
525,21,carAgent,34,0,3,0,False
526,21,peopleAgent,35,0,2,12,False
527,21,carAgent,36,0,9,12,False
528,21,peopleAgent,37,0,2,0,False
529,22,StoplightAgent,0,red,0,0,False
530,22,StoplightAgent,1,red,0,0,False
531,22,StoplightAgent,2,green,0,0,False
532,22,StoplightAgent,3,red,0,0,False
533,22,carAgent,6,0,4,7,False
534,22,carAgent,7,0,7,11,False
535,22,carAgent,10,0,4,8,False
536,22,carAgent,11,0,8,11,False
537,22,peopleAgent,14,0,2,10,False
538,22,carAgent,16,0,3,7,False
539,22,peopleAgent,17,0,10,2,False
540,22,carAgent,18,0,11,3,False
541,22,peopleAgent,19,0,10,10,False
542,22,carAgent,20,0,7,12,False
543,22,peopleAgent,21,0,10,2,False
544,22,carAgent,22,0,12,3,False
545,22,peopleAgent,23,0,2,2,False
546,22,carAgent,24,0,8,12,False
547,22,peopleAgent,25,0,2,2,False
548,22,carAgent,26,0,11,4,False
549,22,peopleAgent,27,0,2,10,False
550,22,carAgent,28,0,12,4,False
551,22,peopleAgent,29,0,10,2,False
552,22,carAgent,30,0,3,8,False
553,22,peopleAgent,31,0,10,10,False
554,22,carAgent,32,0,2,7,False
555,22,peopleAgent,33,0,10,10,False
556,22,carAgent,34,0,3,1,False
557,22,peopleAgent,35,0,2,11,False
558,22,carAgent,36,0,9,12,False
559,22,peopleAgent,37,0,2,0,False
560,23,StoplightAgent,0,red,0,0,False
561,23,StoplightAgent,1,red,0,0,False
562,23,StoplightAgent,2,yellow,0,0,False
563,23,StoplightAgent,3,red,0,0,False
564,23,carAgent,6,0,5,7,False
565,23,carAgent,7,0,7,11,False
566,23,carAgent,10,0,5,8,False
567,23,carAgent,11,0,8,11,False
568,23,peopleAgent,14,0,2,10,False
569,23,carAgent,16,0,4,7,False
570,23,peopleAgent,17,0,10,2,False
571,23,carAgent,18,0,11,3,False
572,23,peopleAgent,19,0,10,10,False
573,23,carAgent,20,0,7,12,False
574,23,peopleAgent,21,0,10,2,False
575,23,carAgent,22,0,12,3,False
576,23,peopleAgent,23,0,2,2,False
577,23,carAgent,24,0,8,12,False
578,23,peopleAgent,25,0,2,2,False
579,23,carAgent,26,0,11,4,False
580,23,peopleAgent,27,0,2,10,False
581,23,carAgent,28,0,12,4,False
582,23,peopleAgent,29,0,10,2,False
583,23,carAgent,30,0,4,8,False
584,23,peopleAgent,31,0,10,10,False
585,23,carAgent,32,0,3,7,False
586,23,peopleAgent,33,0,10,10,False
587,23,carAgent,34,0,3,1,False
588,23,peopleAgent,35,0,2,10,False
589,23,carAgent,36,0,9,11,False
590,23,peopleAgent,37,0,2,1,False
591,23,carAgent,38,0,3,0,False
592,23,peopleAgent,39,0,12,2,False
593,24,StoplightAgent,0,red,0,0,False
594,24,StoplightAgent,1,red,0,0,False
595,24,StoplightAgent,2,yellow,0,0,False
596,24,StoplightAgent,3,red,0,0,False
597,24,carAgent,6,0,6,7,False
598,24,carAgent,7,0,7,11,False
599,24,carAgent,10,0,6,8,False
600,24,carAgent,11,0,8,11,False
601,24,peopleAgent,14,0,2,10,False
602,24,carAgent,16,0,5,7,False
603,24,peopleAgent,17,0,10,2,False
604,24,carAgent,18,0,11,3,False
605,24,peopleAgent,19,0,10,10,False
606,24,carAgent,20,0,7,12,False
607,24,peopleAgent,21,0,10,2,False
608,24,carAgent,22,0,12,3,False
609,24,peopleAgent,23,0,2,2,False
610,24,carAgent,24,0,8,12,False
611,24,peopleAgent,25,0,2,2,False
612,24,carAgent,26,0,11,4,False
613,24,peopleAgent,27,0,2,10,False
614,24,carAgent,28,0,12,4,False
615,24,peopleAgent,29,0,10,2,False
616,24,carAgent,30,0,5,8,False
617,24,peopleAgent,31,0,10,10,False
618,24,carAgent,32,0,4,7,False
619,24,peopleAgent,33,0,10,10,False
620,24,carAgent,34,0,3,1,False
621,24,peopleAgent,35,0,2,10,False
622,24,carAgent,36,0,9,11,False
623,24,peopleAgent,37,0,2,2,False
624,24,carAgent,38,0,3,0,False
625,24,peopleAgent,39,0,12,2,False
626,25,StoplightAgent,0,red,0,0,False
627,25,StoplightAgent,1,red,0,0,False
628,25,StoplightAgent,2,yellow,0,0,False
629,25,StoplightAgent,3,red,0,0,False
630,25,carAgent,6,0,7,7,False
631,25,carAgent,7,0,7,11,False
632,25,carAgent,10,0,7,8,False
633,25,carAgent,11,0,8,11,False
634,25,peopleAgent,14,0,2,10,False
635,25,carAgent,16,0,6,7,False
636,25,peopleAgent,17,0,10,2,False
637,25,carAgent,18,0,11,3,False
638,25,peopleAgent,19,0,10,10,False
639,25,carAgent,20,0,7,12,False
640,25,peopleAgent,21,0,10,2,False
641,25,carAgent,22,0,12,3,False
642,25,peopleAgent,23,0,2,2,False
643,25,carAgent,24,0,8,12,False
644,25,peopleAgent,25,0,2,2,False
645,25,carAgent,26,0,11,4,False
646,25,peopleAgent,27,0,2,10,False
647,25,carAgent,28,0,12,4,False
648,25,peopleAgent,29,0,10,2,False
649,25,carAgent,30,0,6,8,False
650,25,peopleAgent,31,0,10,10,False
651,25,carAgent,32,0,5,7,False
652,25,peopleAgent,33,0,10,10,False
653,25,carAgent,34,0,3,1,False
654,25,peopleAgent,35,0,2,10,False
655,25,carAgent,36,0,9,11,False
656,25,peopleAgent,37,0,2,2,False
657,25,carAgent,38,0,3,0,False
658,25,peopleAgent,39,0,11,2,False
659,26,StoplightAgent,0,red,0,0,False
660,26,StoplightAgent,1,red,0,0,False
661,26,StoplightAgent,2,red,0,0,False
662,26,StoplightAgent,3,red,0,0,False
663,26,carAgent,6,0,8,7,False
664,26,carAgent,7,0,7,11,False
665,26,carAgent,10,0,8,8,False
666,26,carAgent,11,0,8,11,False
667,26,peopleAgent,14,0,2,10,False
668,26,carAgent,16,0,7,7,False
669,26,peopleAgent,17,0,10,2,False
670,26,carAgent,18,0,11,3,False
671,26,peopleAgent,19,0,10,10,False
672,26,carAgent,20,0,7,12,False
673,26,peopleAgent,21,0,10,2,False
674,26,carAgent,22,0,12,3,False
675,26,peopleAgent,23,0,2,2,False
676,26,carAgent,24,0,8,12,False
677,26,peopleAgent,25,0,2,2,False
678,26,carAgent,26,0,11,4,False
679,26,peopleAgent,27,0,2,10,False
680,26,carAgent,28,0,12,4,False
681,26,peopleAgent,29,0,10,2,False
682,26,carAgent,30,0,7,8,False
683,26,peopleAgent,31,0,10,10,False
684,26,carAgent,32,0,6,7,False
685,26,peopleAgent,33,0,10,10,False
686,26,carAgent,34,0,3,1,False
687,26,peopleAgent,35,0,2,10,False
688,26,carAgent,36,0,9,11,False
689,26,peopleAgent,37,0,2,2,False
690,26,carAgent,38,0,3,0,False
691,26,peopleAgent,39,0,10,2,False
692,27,StoplightAgent,0,red,0,0,False
693,27,StoplightAgent,1,red,0,0,False
694,27,StoplightAgent,2,red,0,0,False
